all_ids,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
0x0c531bd17815f9f03c68c30721b9999871830515,402.458,316.674,384.091,346.114,254.966,291.082,333.098,459.429,413.307,262.655,315.558,366.61
0x0c5ce82298de04eeb9b538ee0ee48ca84397c66c,0,336.979,339.939,272.431,279.991,333.109,319.034,349.428,332.821,303.273,349.779,303.739
0x0c6f7711f7183034ed87e61c4748278482e0f006,0,0,0,0,0,432.378,391.146,418.983,400.392,461.606,625.192,528.164
0x0ca4e278533645be12e99f2b76ebf54e6cdcadb7,0,0,0,0,0,0,0,0,0,107.495,121.614,116.237
0x0cccf4ed9c731495f4156884240dd4d74e471ba2,0,0,0,0,0,0,0,0,25.182000000000002,18.395,221.78,194.653
0x0cd3bd8a02d294e34320a5975eaa9373ae71f55b,0,0,0,0,0,0,250.256,249.938,239.413,220.831,266.859,225.05
0x0cd90c78f03d527c1fb78ded5de98428d793f732,0,0,0,145.28300000000002,107.008,148.452,10.178999999999998,10.895,20.14,322.587,480.2,228.465
0x0cf2db66a7e366ebb5cb9866e2b2333cdb42b75c,0,0,0,0,0,0,16.652,0.014,0,0,151.573,221.179
0x0d00aea46fb09953e1a904186a9cb828c5709791,0,0,0,0,0,215.369,81.522,191.404,147.692,159.415,363.623,357.089
0x0d0ad25e9548b32b62e63beba57f4ed98e830172,0,0,0,0,0,145.827,138.781,142.122,117.71600000000001,119.833,147.15800000000002,126.527
0x0d0e8c7ab5ba27a45a30acdd3d97b6ab041c66be,0,0,0,0,106.696,118.046,97.8,90.033,89.558,92.95100000000001,115.528,96.262
0x0d1e3f2881f92da5f0c2250854ace74b82cd6aae,0,0,0,0,39.098,19.535,0,0,0,0.553,12.462000000000002,14.941
0x0d2d9f18440d77884e101d23ec915078b05061ca,0,0,0,0,0,0,0,0,0,57.160000000000004,104.168,254.348
0x0d65536896a29a82ce55a81d592c3a9c6c0f797b,758.322,536.89,400.847,294.232,205.894,188.27,217.041,232.072,197.08,207.721,437.108,342.75600000000003
0x0d8efd30d27dfbad46ff5ae7bb1ed5fe311695fe,0,0,0,0,0,0,0,0,94.961,110.205,127.62,137.354
0x0d8f23bf5737c9d93e8882464c19e77551f2cc3c,0,0,0,401.784,326.2,344.26,322.065,365.346,314.797,324.104,379.529,661.812
0x0d92f616eafaed4e5db69b0aa17399f93d3f5e85,0,0,0,0,0,0,0,0,0,150.808,185.039,152.639
0x0d9b5b79af97ae3a3efaa19179febca739996ab6,0,0,0,164.179,85.523,105.141,214.214,171.283,111.905,138.679,208.059,226.274
0x0da26407fb68e58cd05f06db677c49b4224b7f37,0,0,0,0,0,223.747,225.335,214.998,163.073,207.579,275.046,235.962
0x0da981890e5523223d988d90e546a983434fc3e2,0,0,0,0,0,0,118.45100000000001,115.958,99.894,92.383,102.409,73.82900000000001
0x0dab4867b6fd154ed30c1f744dccc22d60e56787,0,0,0,0,0,0,0,0,96.74,88.699,114.943,78.585
0x0dbdad758ca8987c1da72c719bafabb37dbb8814,0,0,165.231,134.573,77.273,40.781,37.559,34.276,28.252,25.38,114.21600000000001,96.13
0x0dbe5119706098463bd3247f6531463dd42b1f20,0,0,0,0,0,0,0,0,0,0,225.686,284.284
0x0dd2437c150ae90c46571362c203f064bb8a7d3b,216.681,189.656,225.356,308.701,148.722,157.657,159.556,150.945,158.718,163.63,197.838,184.603
0x0de49db87fe0939562094c1fc20bc4f9c839d58b,0,0,0,0,0,0,0,0,0,366.798,568.373,522.951
0x0de4f3ca0e74de0179ebcd19c3bdb4ea4b8eb246,0,0,0,0,0,0,0,0,0,0,0,338.483
0x0dfcb876bf716ceff9f06d9e89e34d7cc3eafcef,0,0,0,0,0,0,186.123,191.391,183.383,201.883,226.76,213.232
0x0e07cfe6a2806537d83159ab29e98520194fe01e,0,0,0,0,0,0,134.776,139.76,135.668,139.29,171.192,135.14
0x0e0e0c509d31361fe0904f13fbe90ec8e06f53f0,0,0,0,0,0,0,159.919,185.365,151.219,169.203,206.069,147.704
0x0e289180acf0a4baee9241379d511d7617bcd600,0,0,0,0,173.745,181.055,200.398,177.01500000000001,187.961,190.391,226.094,196.886
0x0e315e710f4a7508399b1f049e24db730e7ea427,0,0,0,0,0,0,0,0,0,408.177,517.981,421.531
0x0e3791125c7a9738582236698e0127e72f5d05d1,0,0,0,0,0,217.254,206.453,248.227,210.664,180.574,297.59000000000003,251.202
0x0e4b689cc0febcf2305c7de0d3318d8a4cf0a4f6,0,402.291,430.02,436.805,347.91700000000003,430.421,346.39300000000003,425.647,396.204,372.97,420.022,357.243
0x0e4ca96c2736014308dad41415e76e54b5f195c0,0,0,0,0,0,0,0,0,0,0,222.549,180.756
0x0e60296d3b272ce3722c2d41e4020c9e5b7483bb,0,0,0,0,0,0,0,99.518,104.277,124.299,157.087,158.002
0x0ef9ae8ad7f1a404ad4f47dfba2908fa3bf4bbc4,0,0,0,0,0,0,0,147.794,139.568,162.904,197.854,154.007
0x0f08279ee8b7a0f4f8b8feeba078cc79bbde8fae,0,0,0,0,0,0,0,0,0,0,501.973,451.635
0x0f2b1651146c3b6c44c0224d7c1a321b82fcef1b,0,0,0,0,0,0,448.586,438.421,386.369,308.74,448.791,391.687
0x0f358cbe4fdfe75c2bbf6fbebb6592c777ab6e5b,0,0,0,0,0,0,0,0,0,0,0,97.665
0x0f870de58f8a7f7e8c4470f365445908b82358bf,0,0,0,0,0,0,0,297.339,277.412,269.992,431.928,425.834
0x0fba497cd50e3d349ea75f60a5424724c339b1a0,0,0,0,0,0,0,0,0,0,105.44200000000001,85.13,128.36
0x0fe2599c3b29378ce1354a957d19a5dbd90b7b52,0,0,0,0,146.716,142.16400000000002,164.329,156.19,139.762,171.058,199.937,130.42000000000002
0x0fe53fa0938f7c7b706f747e1c4fa0dbd650f3b9,0,0,0,0,244.354,301.023,307.534,278.536,278.868,287.715,360.171,326.91700000000003
